Var1,Var2,Var3,Var4,Var5,Var6,Var7,Targets_Y
0.470381980302944,0.381142169551767,0.61034301699657,0.383026376921862,0.438466537905285,0.425944976816205,0.498142707367574,1
0.473018213994103,0.378190606949804,0.609033352700466,0.385505293440376,0.436477824558804,0.423521932810973,0.498473571556097,1
0.469135698455891,0.386963924181552,0.606359646318311,0.385466998267064,0.435155801607897,0.425200924089218,0.504518107470426,1
0.473611562208626,0.378825471301429,0.608265794877795,0.377655818099229,0.436728271406448,0.421946655849363,0.508723267585284,1
0.476753650271454,0.378740790334599,0.61031168559058,0.37462632184036,0.435122950513191,0.424611206697835,0.507669442002331,1
0.476924731861221,0.37044801058685,0.618474799731386,0.374825413117732,0.44497707638053,0.423904700209709,0.495990961432713,1
0.485865731888269,0.374064789433093,0.621021364134327,0.367249528778558,0.438466909642916,0.427893015794053,0.485961182829168,1
0.470641186493079,0.384438753209833,0.602688703283977,0.391036083081892,0.417303584635022,0.412017809436494,0.464175128477447,1
0.539388741181348,0.341612872166829,0.386115014647942,0.527762058685057,0.46010164948321,0.306483425578233,0.459110661172914,1
0.544960745089316,0.341258475098718,0.381684172951764,0.527244921899787,0.462432829490331,0.297852655108848,0.454776928510397,1
0.544898310845403,0.341284483481538,0.381775027182396,0.527221525108678,0.462460023922997,0.29776036195028,0.454750394010902,1
0.51005301012324,0.419519259409435,0.380920874773559,0.541780925952817,0.410691825921453,0.463348205508901,0.469526717885181,1
0.371296351171118,0.489674146854233,0.459642694585814,0.531269244649032,0.346219360001618,0.375100173425319,0.491737030939247,1
0.347070177088267,0.517576901137678,0.390568581073171,0.576118690059261,0.365489769463204,0.429500864160935,0.454216942396799,1
0.339475080453562,0.516619771085667,0.400737202931214,0.568836298311789,0.37595373134891,0.421893949308014,0.455870038296849,1
0.338638754020538,0.516974412383287,0.399672424877825,0.569260453326846,0.376064841888386,0.422368252994683,0.456506357695811,1
0.348693168585794,0.512199950561337,0.455524285879704,0.256307849162307,0.526625329127368,0.394822224631602,0.528672459159393,1
0.348657134444587,0.512323731764187,0.455662632224101,0.256348667764562,0.52662364508902,0.394761879615311,0.52868230879867,1
0.402522430399749,0.51474596380136,0.426238240851599,0.258932818369329,0.493383740050491,0.466883991879892,0.514037413755254,1
0.390481213191785,0.540629808385883,0.425525421551233,0.253127859844483,0.479926664305095,0.467875028233097,0.499330344127944,1
0.380944579902881,0.545242807535279,0.407790728483599,0.265089844546908,0.467774738143242,0.472858604357818,0.505623787161094,1
0.48327671202287,0.371746250195659,0.550689685816405,0.330187178468773,0.363852188461635,0.391253244625754,0.512318446293312,1
0.312082865261041,0.369112123330529,0.609275196936922,0.163134542500455,0.696391897035629,0.205481138035493,0.648320310231188,1
0.239651195995341,0.468982197666814,0.501047132052004,0.228568050443759,0.626093370981554,0.288036583243188,0.675992770252641,1
0.227513321403501,0.497378437121996,0.496874823118181,0.266528452099408,0.603296048603155,0.302569354726994,0.648451230045469,1
0.241051454127952,0.478301950212885,0.51850369406855,0.227230552763474,0.69912978422502,0.271275359621076,0.656552810108008,1
0.287125797375354,0.452308440394323,0.528070841812819,0.215989694516142,0.723016337507652,0.267661532945124,0.61729250235868,1
0.503990617998634,0.386693634858726,0.466536391935606,0.436338822725541,0.532455148914585,0.445053949325409,0.448271329838701,1
0.348515705885969,0.413822887113688,0.490652660159139,0.442197704502308,0.50204848614557,0.395922273819663,0.419400397656222,1
0.171898380841034,0.444255482378317,0.476970072887354,0.418671063484838,0.525415121048081,0.234606770934203,0.731163778197808,1
0.4728652788652,0.486783550567814,0.509515266336391,0.389542963519252,0.425774251704058,0.364496647896944,0.371763555021178,1
0.395807163420454,0.587271180625182,0.391415817345821,0.487558273096561,0.442874190329776,0.303666140760665,0.425928515231983,1
0.641521622639889,0.299458638015774,0.350711157657791,0.457418932448784,0.349136748016189,0.626323915877194,0.339976152235537,1
0.589083295892706,0.359802972359358,0.302529585906254,0.669379300803562,0.210488989260972,0.786296971214753,0.0887600326941806,1
0.583472308687703,0.371509385071407,0.315529506523394,0.672274068010662,0.197015514841556,0.788768191895365,0.103670102984865,1
0.638342438725477,0.326370379468322,0.323627614148115,0.556965543858819,0.379552842353444,0.592109146397517,0.228893449113499,1
0.619273898993443,0.358876311208954,0.309612569607224,0.569204607423048,0.360671869395435,0.631813493807665,0.219906753740634,1
0.368891570353429,0.52935758065996,0.442713261678375,0.358225380083544,0.58946695657585,0.396009168241315,0.364970821572444,1
0.610647127819878,0.382415414044417,0.60459166254968,0.320547822240832,0.677548337607171,0.311081097604048,0.11200823924013,1
0.614336657451074,0.385636867844542,0.606838225611524,0.322553694107337,0.671719961587995,0.314128541089955,0.110369850814307,1
0.613830034798569,0.385437929115138,0.606653436658136,0.323792902820041,0.671655827687738,0.314234047860441,0.110911497005812,1
0.610907414564499,0.385225127382563,0.602752352590255,0.326191137312775,0.672289201632269,0.310954424819611,0.110887236438111,1
0.610950715160378,0.385621523331139,0.602999670116116,0.325754445756176,0.671820989154879,0.310594682817878,0.111136448852189,1
0.611794474023195,0.386827021983238,0.601762185783368,0.321908277441056,0.669390032770505,0.316039473808041,0.112190871848181,1
0.61731651202468,0.37756295384002,0.607748480725226,0.317005457030191,0.67923850139374,0.312177233368632,0.120968608529223,1
0.603386162446908,0.382036107993391,0.612625601249099,0.316370020323019,0.67556325525534,0.310564927461429,0.127821016400649,1
0.590666156130733,0.376054728596124,0.62127678795094,0.316148554805089,0.683800542079249,0.298254271156527,0.146565674864081,1
0.587412415484,0.370382165553545,0.626660963627541,0.302674877322164,0.688887433610484,0.298974639884265,0.150578161375184,1
0.587193277398623,0.370517749083706,0.626567802029559,0.302765950326843,0.68960721912229,0.298866126072164,0.149943167242022,1
0.583264213271828,0.373511872581396,0.623894765781167,0.318733777209276,0.680538854261624,0.300393249373143,0.14015192871991,1
0.583715802758106,0.373465868472408,0.622881399324317,0.318280366749285,0.681661557420066,0.299010323140776,0.139535270150278,1
0.584466302977109,0.378354252493349,0.621195694103609,0.311427861677023,0.685869473916191,0.307790548514335,0.143867960324844,1
0.584079574410188,0.378798973922181,0.620576744770723,0.311256969908802,0.686133211414516,0.308417687842962,0.143481499432505,1
0.583985840625333,0.378568671126673,0.620195741057579,0.311584288964301,0.685954997971092,0.308689644456041,0.143268961533605,1
0.584960373153039,0.377510790749106,0.620779297748386,0.312221891281053,0.68625794045535,0.307654348742958,0.143957742671144,1
0.18320839365439,0.71025566478616,0.242646078390175,0.612903889946676,0.281631459690281,0.551074398842815,0.435316231798961,1
0.181097038595379,0.708988939168104,0.241911974072317,0.610527675854759,0.280566279976015,0.549442302109502,0.433584576501384,1
0.21718257165266,0.696302833293959,0.276210186460813,0.607198696729324,0.282223926404176,0.572335161255272,0.42416067270016,1
0.236406316421504,0.700244235976748,0.297267817730884,0.611957724836157,0.306333779179039,0.566296750608766,0.415478499150181,1
0.206576417059497,0.576556867448847,0.346148312056916,0.541328300882284,0.39061949604672,0.257782184634195,0.70608755867418,1
0.199713549746669,0.579074229250438,0.341387979015723,0.546973041647076,0.394128247672076,0.251504026021951,0.705984203087398,1
0.155123869084642,0.46685461895139,0.52697112404358,0.250267292384003,0.643135314013359,0.188484562085754,0.774733821419705,1
0.13817973193877,0.449155872808524,0.483099968785463,0.335005008460373,0.610611906078131,0.220783070976561,0.763912770991121,1
0.152254044586953,0.450201908970585,0.503664976871678,0.296765662185142,0.633726280432626,0.243369342824021,0.7460352742817,1
0.149407158445229,0.44813461972737,0.499203946961641,0.296822211885213,0.63882186421899,0.239448484312954,0.74232344597394,1
0.147373252934013,0.43829034181171,0.506633102033561,0.301809332976555,0.643288912651418,0.225956003185559,0.748935124362159,1
0.146601636915563,0.438372040564477,0.506065413352232,0.302538637575248,0.643842391454564,0.224896178768697,0.748943760169778,1
0.566583113277331,0.266508706672234,0.678948380284139,0.311652850912354,0.638431196103596,0.252417478949188,0.363259536185889,1
0.565984346039521,0.274758329650555,0.628142355992497,0.34247631531234,0.643895554405957,0.227378714647757,0.352861753112814,1
0.296295207180619,0.528875471869263,0.458954578092288,0.272404583617638,0.605034434192368,0.368923691416117,0.539457331730627,1
0.29728180746222,0.530761636502123,0.457865359674553,0.272544080552735,0.605135817146354,0.372286000928468,0.539911728377676,1
0.284894524514045,0.518855260442031,0.426770552848318,0.282278481338317,0.612902596995252,0.377683105333515,0.50969625011758,1
0.474944550336672,0.458283239955933,0.466472622593059,0.330015946208211,0.437103709124119,0.34552030354362,0.495824843629733,1
0.494685656444521,0.45554428492942,0.381633773021969,0.542472502581052,0.336368835826523,0.406019308075681,0.402209508450382,1
0.497020238825875,0.462431885173371,0.386054658739414,0.550295407933968,0.349146218429468,0.395457015346753,0.406585602647379,1
0.296755370672731,0.637490714315523,0.308362623045965,0.343121693556872,0.654801851824548,0.264113262428555,0.567805069778211,1
0.250617305784805,0.703610547709793,0.275577463808172,0.34670131257283,0.647648976069126,0.293338735873437,0.536544915484544,1
0.243718988400597,0.706438351264665,0.273837091340765,0.347402578963677,0.649827087708559,0.295731319212712,0.540820515820624,1
0.242641386340908,0.704613279072937,0.273786080237095,0.345595251120731,0.651765213181767,0.293699961383782,0.54037724173515,1
0.2372401577523,0.708191664681249,0.272585723419286,0.33984464543218,0.648028028361041,0.284083035149934,0.537762280330727,1
0.227592232371839,0.712274639328522,0.270237564539677,0.327592990798589,0.65224082091801,0.294643799237248,0.531975178107797,1
0.737548888056051,0.232057811211776,0.678777930075245,0.29943073717504,0.248507736836918,0.709789796598615,0.0961889982693266,1
0.249662606965089,0.533847746734196,0.380127610555145,0.426006800250274,0.490139175113991,0.382752602783646,0.611824093843226,1
0.526418068547054,0.0856089850183508,0.654362236287581,0.305380839825668,0.624976256710775,0.359791939994626,0.452915094481906,1
0.853413200821594,0.0644476268438968,0.877555966373047,0.12067960627996,0.56771167673165,0.40341669565521,0.128051776771464,1
0.853039756553542,0.0720152422033614,0.873490333239816,0.104966644566968,0.562030503674711,0.43313029632168,0.123998129425551,1
0.847782100916264,0.0653493912411407,0.884149261661165,0.102474251449995,0.547878498138256,0.424534869772553,0.131130935616997,1
0.805786625801087,0.138304436192647,0.857270407428442,0.114257731428317,0.564889034021916,0.415864573707925,0.122726407130665,1
0.808858767881795,0.142442130605532,0.851605109041521,0.117390572972822,0.56203924923708,0.418196322278709,0.118883845129985,1
0.801896303167041,0.135094806240633,0.859440863612082,0.11561078454064,0.556469822483392,0.412239862303168,0.123915590462922,1
0.798653757785351,0.135150749780243,0.85418322198758,0.115794673696557,0.553076855865617,0.424205658790064,0.119672510059548,1
0.79825576327281,0.128908416733106,0.857500901483202,0.120865336663672,0.549559923239275,0.436490614142591,0.116527220058759,1
0.797611729195189,0.129215926873582,0.859749200103057,0.121765599252414,0.550613620687039,0.437013759397953,0.114739574437027,1
0.187634008277146,0.733845754723078,0.245931242747519,0.738184199905893,0.234292660887604,0.508722446642726,0.379850355501937,1
0.185898725749634,0.73715970537105,0.234618384099136,0.745941934427807,0.233944445194887,0.50391765966651,0.383873051006917,1
0.170202800217587,0.724370515682023,0.215055810838829,0.728673404460853,0.194933928835638,0.514066565561923,0.464496797615982,1
0.494333680147458,0.494638069610481,0.45690164156397,0.492308120165119,0.486979316755117,0.364723189762507,0.215834158869166,1
0.417963837491214,0.531410710830929,0.3979556642844,0.565317473320249,0.424489522828048,0.510366444279864,0.279750533429034,1
0.433534732563325,0.537927021857112,0.410013845506675,0.558010266680195,0.428058761395379,0.491516575581946,0.283332072776195,1
0.442554321311717,0.556240027933141,0.390291279864052,0.56006532616667,0.433246399793507,0.503359451969678,0.271423756098874,1
0.442373793645008,0.556161202911772,0.39043467521928,0.560370537109635,0.433343824928752,0.503058381299709,0.27153245077862,1
0.442437108407772,0.556155398217547,0.390497733616183,0.560442208315341,0.433216406948598,0.503129034153862,0.271557767907101,1
0.441976466659454,0.554908970644154,0.391163288088406,0.564194394071996,0.434680164760877,0.498869192480786,0.276590295630971,1
0.426813390826071,0.51101204886574,0.442917732885863,0.544458506320128,0.439021509145553,0.476976244302327,0.279647210970123,1
0.286504984185056,0.549096793027007,0.450256263823194,0.487689313339626,0.473348985856331,0.472986551613034,0.289387250407793,1
0.290718100160801,0.550930639039608,0.444573708470362,0.490628587864269,0.480765114336302,0.466988035409293,0.283603619493342,1
0.551678240102324,0.37884290736952,0.375174807187406,0.460887421124871,0.393006933308882,0.461276796476453,0.440091345524006,1
0.553071655462773,0.382261497855855,0.373358351852024,0.461878514874991,0.388960939337202,0.468599801379886,0.437955602328487,1
0.504841733155962,0.478613876176022,0.258080115161386,0.434867667146134,0.383009931175873,0.537729870624617,0.411771310045296,1
0.441388383384874,0.55318333438692,0.306221417039634,0.672366188008675,0.143309472459345,0.714656710308023,0.169141771790177,1
0.394599548557855,0.594034930462407,0.284269263326727,0.623160769760935,0.224203265395992,0.64789781293182,0.237042241416626,1
0.29385430120519,0.618459839509551,0.329010794656994,0.662100615046338,0.287606514516657,0.563221253433974,0.249711969703499,1
